user,is_anonymous,num_edits,added_words,deleted_words,changed_words,reverts_done,num_added_on_users,num_deleted_from_users,num_edited_after_users,num_reverted_users,num_reverted_by_users,vandal_label,deletion_ratio,aggression_ratio,community_rejection,revert_ratio
173.67.188.134,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Thuen,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Deathtrix666,0,1,3,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
117.199.64.134,1,1,19,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
80.217.70.46,1,1,1,1,1,0,0,0,1,0,0,0,0.25,0.0,0.0,0.0
Teranu,0,1,6,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
Bposert,0,1,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.0,0.0
95.147.72.43,1,1,2,3,2,0,0,0,1,0,0,0,0.375,0.0,0.0,0.0
173.55.51.63,1,1,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.0,0.0
LethalWeapon,0,1,20,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
175.39.71.67,1,1,15,2871,15,0,0,0,1,0,1,1,0.9893177119228118,0.0,0.5,0.0
70.48.161.11,1,1,7,3391,7,0,0,0,1,0,5,1,0.9955960070463887,0.0,2.5,0.0
Pepo13,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
117.197.193.42,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
144.136.93.60,1,1,1,0,0,1,1,0,0,0,1,0,0.0,0.0,0.5,0.5
2.50.47.164,1,1,13,0,0,0,3,0,0,0,3,1,0.0,0.0,0.75,0.0
Sivolc,0,1,5,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Bud.huber,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
14.98.60.56,1,1,6,1,1,0,0,0,1,0,2,1,0.1111111111111111,0.0,1.0,0.0
Socalphoto,0,1,4,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Shanequinn12,0,1,2,4,2,4,0,0,2,2,2,0,0.4444444444444444,0.0,0.6666666666666666,2.0
Juandresh,0,1,17,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Estragon 1977,0,1,1,1,1,0,0,0,1,0,1,0,0.25,0.0,0.5,0.0
71.95.175.12,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
BuruRuru,0,1,0,21,0,0,0,2,0,0,0,0,0.9545454545454546,1.0,0.0,0.0
Fenwayguy,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Morgan TG,0,1,17,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Pioneeranomoly,0,2,18,0,0,0,2,0,0,0,1,0,0.0,0.0,0.3333333333333333,0.0
Misterterminater95,0,1,5,2,2,0,0,0,1,0,1,0,0.2,0.0,0.5,0.0
Emersonian76,0,1,5,0,0,0,1,0,0,0,3,0,0.0,0.0,1.5,0.0
Avazelda13,0,2,3,2,2,1,1,0,1,1,3,0,0.25,0.0,1.0,0.3333333333333333
207.133.71.241,1,1,2,1,1,0,0,0,1,0,0,0,0.2,0.0,0.0,0.0
Mauri96,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
174.3.34.76,1,1,12,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Poster 25,0,1,8,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
Dburge57,0,1,2,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Croacting77,0,1,11,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Obi1bruno,0,1,5,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
124.182.62.101,1,1,16,0,0,0,1,0,0,0,4,0,0.0,0.0,2.0,0.0
Emmacurran,0,1,9,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Cramyourspam,0,1,47,1,1,1,4,0,1,3,4,0,0.02,0.0,0.6666666666666666,0.5
92.26.127.141,1,1,0,59,0,0,0,1,0,0,1,0,0.9833333333333333,0.5,0.5,0.0
60.54.47.64,1,1,0,1,0,0,0,1,0,0,4,0,0.5,0.5,2.0,0.0
202.138.238.133,1,1,1,14,1,0,0,0,1,0,0,0,0.8235294117647058,0.0,0.0,0.0
2001:7E8:C007:7001:225:4BFF:FEBB:396E,1,1,0,15,0,0,0,1,0,0,1,0,0.9375,0.5,0.5,0.0
Obiwankenobi,0,2,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Mathonius,0,5,0,0,0,5,0,0,0,5,7,0,0.0,0.0,7.0,0.8333333333333334
AbbyK123,0,1,7,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Newone,0,10,20,2,0,0,8,1,0,0,0,0,0.08695652173913043,0.09090909090909091,0.0,0.0
77.163.10.3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
CTC,0,1,0,0,0,1,0,0,0,1,1,0,0.0,0.0,1.0,0.5
41.98.27.121,1,1,11,0,0,0,2,0,0,0,2,1,0.0,0.0,0.6666666666666666,0.0
Closedmouth,0,5,0,3,0,3,0,1,0,2,1,0,0.75,0.16666666666666666,0.5,0.5
Kohlrabi,0,1,0,2,0,0,0,1,0,0,1,0,0.6666666666666666,0.5,0.5,0.0
Cleanelephant,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
94.248.143.94,1,1,1,1,1,0,0,0,1,0,2,0,0.25,0.0,1.0,0.0
XavierGreen,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Prrowler23,0,1,25,2900,25,0,0,0,1,0,3,0,0.9827177228058286,0.0,1.5,0.0
Heytherebuddy,0,1,1,1,1,0,0,0,1,0,1,0,0.25,0.0,0.5,0.0
206.219.158.241,1,1,1,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
94.174.69.98,1,1,0,0,0,1,0,0,0,1,2,0,0.0,0.0,2.0,0.5
109.126.38.43,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
82.31.235.190,1,1,2,0,0,0,1,0,0,0,2,1,0.0,0.0,1.0,0.0
71.56.201.9,1,1,1,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
167.1.173.21,1,1,4,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
205.125.25.139,1,1,2,0,0,0,1,0,0,0,2,1,0.0,0.0,1.0,0.0
188.25.114.182,1,1,3,1,1,0,0,0,1,0,4,0,0.16666666666666666,0.0,2.0,0.0
Ok4ycomputer,0,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Bluemanyoung,0,1,3,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
MatthewChown,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Iamanobrain,0,2,6,0,0,0,2,0,0,0,4,1,0.0,0.0,1.3333333333333333,0.0
Calvin Marquess,0,1,0,0,0,0,0,0,0,0,3,0,0.0,0.0,3.0,0.0
Dr. Whooves,0,4,2,3,2,4,0,0,1,10,8,0,0.375,0.0,4.0,0.8
112.205.36.165,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Gaijin42,0,1,84,48,48,2,1,0,1,2,1,0,0.26519337016574585,0.0,0.3333333333333333,1.0
Spicemix,0,4,5,8,5,0,0,0,1,0,0,0,0.42105263157894735,0.0,0.0,0.0
Dhanikataria,0,1,5,0,0,0,2,0,0,0,1,0,0.0,0.0,0.3333333333333333,0.0
Lele giannoni,0,2,3,0,0,0,2,0,0,0,1,0,0.0,0.0,0.3333333333333333,0.0
Mynster,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Soerfm,0,7,158,252,35,0,16,10,16,0,3,0,0.5650224215246636,1.25,0.06976744186046512,0.0
John S Moore,0,1,25,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0
AgentPiltdown,0,1,0,4,0,0,0,1,0,0,0,0,0.8,0.5,0.0,0.0
90.222.161.169,1,1,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.0,0.0
Cak58,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
189.60.56.71,1,1,0,0,0,1,0,0,0,2,2,0,0.0,0.0,2.0,0.5
99.155.204.199,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
121.45.126.160,1,1,5,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
189.29.182.181,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
58.172.248.228,1,1,3,3,3,0,0,0,1,0,4,1,0.3,0.0,2.0,0.0
142.27.169.11,1,1,9,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
168.30.18.30,1,1,10,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
178.149.4.105,1,1,0,2,0,0,0,1,0,0,0,0,0.6666666666666666,0.5,0.0,0.0
46.38.57.196,1,1,9,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Pumpkinking0192,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Igoldste,0,3,0,0,0,3,0,0,0,16,3,0,0.0,0.0,3.0,0.75
117.195.69.99,1,1,2,0,0,0,1,0,0,0,4,0,0.0,0.0,2.0,0.0
GEMDragon,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
24.188.169.213,1,1,4,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
Minaker,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
71.62.121.112,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
63.134.188.237,1,1,3,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
24.197.181.100,1,1,4,0,0,0,1,0,0,0,4,1,0.0,0.0,2.0,0.0
75.35.81.74,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Gavin Moodie,0,1,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.0,0.0
Deltaforce5000,0,1,9,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0
Kennethcooke213,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.5
Pika32141,0,1,17,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Garrett247,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
S8ters,0,1,3,0,0,0,1,0,0,0,2,1,0.0,0.0,1.0,0.0
Zarxos,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
86.131.177.121,1,1,1,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
Luke60419,0,1,7,1669,7,0,0,0,1,0,0,0,0.9910926365795725,0.0,0.0,0.0
Rapist9002overclock,0,1,3,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Stavavali,0,1,62,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Jscotti,0,1,8,0,0,0,1,0,0,0,3,0,0.0,0.0,1.5,0.0
Spike18,0,2,148,0,0,0,3,0,0,0,5,0,0.0,0.0,1.25,0.0
Cenarium,0,2,0,2,0,1,0,1,0,1,0,0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333
122.169.59.192,1,1,6,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
99.242.152.76,1,1,16,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
59.93.112.55,1,1,1,0,0,0,1,0,0,0,3,0,0.0,0.0,1.5,0.0
87.33.218.110,1,1,4,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
121.220.87.131,1,1,5,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
173.210.47.62,1,1,0,25,0,1,0,1,0,0,2,0,0.9615384615384616,0.5,1.0,0.5
Scorebord,0,1,2,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
GoldRenet,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Shawn à Montréal,0,3,1,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
81.100.164.178,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
129.44.173.194,1,1,27,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
206.112.95.180,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
201.165.245.209,1,1,24,0,0,0,3,0,0,0,4,1,0.0,0.0,1.0,0.0
FeralOink,0,1,37,7,6,0,1,0,2,0,0,0,0.13725490196078433,0.0,0.0,0.0
Awewe,0,1,9,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Michael Greiner,0,1,1,0,0,1,1,0,0,2,0,0,0.0,0.0,0.0,0.5
Astronomyinertia,0,1,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.0,0.0
90.198.254.225,1,1,5,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
SYSS Mouse,0,2,19,0,0,0,3,0,0,0,1,0,0.0,0.0,0.25,0.0
130.15.37.82,1,1,2,0,0,0,1,0,0,0,3,0,0.0,0.0,1.5,0.0
Rnorve,0,2,9,0,0,0,4,0,0,0,2,0,0.0,0.0,0.4,0.0
Rogington2,0,1,0,2,0,0,0,1,0,0,0,0,0.6666666666666666,0.5,0.0,0.0
Hahachuckles,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
69.255.243.66,1,1,2,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
Ankitbhatt,0,1,3,5,3,0,0,0,1,0,0,0,0.4166666666666667,0.0,0.0,0.0
71.56.137.247,1,1,8,347,8,0,0,0,2,0,2,1,0.9532967032967034,0.0,0.6666666666666666,0.0
87.218.7.119,1,1,1,3,1,0,0,0,1,0,1,0,0.5,0.0,0.5,0.0
Erminameraz,0,2,52,62,43,0,4,9,19,0,0,0,0.3924050632911392,3.0,0.0,0.0
CPAScott,0,1,0,1,0,0,0,1,0,0,1,0,0.5,0.5,0.5,0.0
67.168.40.113,1,1,1,1,1,0,0,0,1,0,1,0,0.25,0.0,0.5,0.0
Kinghill9999,0,1,1,1,1,0,0,0,1,0,0,0,0.25,0.0,0.0,0.0
206.248.132.200,1,1,2,0,0,0,1,0,0,0,3,0,0.0,0.0,1.5,0.0
67.87.199.163,1,1,3,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
79.214.62.69,1,1,1,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
Kingofgames2124,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
71.100.203.127,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Ziggybooboo,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
75.67.254.1,1,1,2,4,2,0,0,1,2,0,5,0,0.4444444444444444,0.5,1.25,0.0
PepYoung,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
97.104.146.236,1,1,1,1,1,0,0,0,1,0,0,0,0.25,0.0,0.0,0.0
24.235.254.15,1,1,13,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
122.177.30.77,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
78.177.225.142,1,1,2,0,0,1,1,0,0,1,2,1,0.0,0.0,1.0,0.5
Bouleau,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Bahavd Gita,0,1,2,10,2,0,0,1,1,0,0,0,0.6666666666666666,0.5,0.0,0.0
Vanished user oij8h435jweih3,0,2,1,1,1,2,0,0,1,4,4,0,0.25,0.0,2.0,0.6666666666666666
4pq1injbok,0,1,3,2,2,0,0,0,1,0,0,0,0.25,0.0,0.0,0.0
117.253.165.144,1,1,0,3,0,0,0,1,0,0,1,0,0.75,0.5,0.5,0.0
Neptunekh2,0,6,5,0,0,0,5,0,0,0,1,0,0.0,0.0,0.16666666666666666,0.0
MarnetteD,0,5,0,1,0,2,0,1,0,4,2,0,0.5,0.16666666666666666,1.0,0.3333333333333333
62.21.130.5,1,1,14,15,11,0,1,0,2,0,1,0,0.36585365853658536,0.0,0.25,0.0
Muhandes,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
80.254.148.107,1,1,13,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Negativeiamacapsicle,0,1,21,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
88.11.187.138,1,1,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.0,0.0
Rayman Man,0,2,5,0,0,1,4,0,0,2,2,0,0.0,0.0,0.4,0.3333333333333333
Socal212,0,1,1,1,1,0,0,0,1,0,0,0,0.25,0.0,0.0,0.0
JMMuller,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
86.176.114.247,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
129.115.35.34,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
76.205.117.57,1,1,5,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Riffraffselbow,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
12afser12,0,1,11,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
MrMaddenman5,0,1,3,0,0,0,2,0,0,0,2,1,0.0,0.0,0.6666666666666666,0.0
Chevsapher,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.5
203.51.90.242,1,1,3,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Foudyfood,0,1,4,0,0,0,1,0,0,0,4,0,0.0,0.0,2.0,0.0
Malljaja,0,1,458,1036,390,40,6,17,25,48,15,0,0.5496021220159151,8.5,0.30612244897959184,20.0
Jdmt,0,1,7,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Marc van Leeuwen,0,1,0,0,0,1,0,0,0,4,2,0,0.0,0.0,2.0,0.5
173.8.225.198,1,1,0,0,0,0,0,0,0,0,2,0,0.0,0.0,2.0,0.0
Dave1185,0,1,0,0,0,1,0,0,0,2,2,0,0.0,0.0,2.0,0.5
PT.KERETA API (PERSERO),0,1,4,0,0,0,2,0,0,0,1,0,0.0,0.0,0.3333333333333333,0.0
24.19.247.112,1,1,4,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Emedia10,0,1,10,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
174.1.28.70,1,1,1,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
Ryno1224,0,1,2,0,0,0,2,0,0,0,2,1,0.0,0.0,0.6666666666666666,0.0
Aston1238,0,1,8,0,0,0,2,0,0,0,2,1,0.0,0.0,0.6666666666666666,0.0
Cruz-iglesia,0,3,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.25
Atomician,0,4,0,1,0,4,0,1,0,5,0,0,0.5,0.2,0.0,0.8
Betty VH,0,1,19,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Joseei.JM,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
186.29.178.3,1,1,0,0,0,1,0,0,0,7,1,0,0.0,0.0,1.0,0.5
Dee11john,0,1,18,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Dinertime444,0,3,4,4,2,0,1,2,2,0,0,0,0.36363636363636365,0.5,0.0,0.0
Trystan,0,1,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.0,0.0
50.53.22.147,1,1,1,0,0,0,1,0,0,0,3,0,0.0,0.0,1.5,0.0
142.51.146.177,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
180.234.106.2,1,1,1,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
24.127.166.51,1,1,1,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
Christianegl,0,1,15,0,0,0,1,0,0,0,2,1,0.0,0.0,1.0,0.0
Prisonermonkeys,0,2,184,288,142,0,5,2,6,0,2,0,0.4682926829268293,0.6666666666666666,0.14285714285714285,0.0
EGroup,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
76.183.0.243,1,1,20,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Yashowardhani,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Amalthea,0,3,17,15,2,8,3,3,2,12,5,0,0.42857142857142855,0.75,0.5555555555555556,2.0
67.140.244.167,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Gerbennn,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Karn,0,1,3,1,1,0,0,0,1,0,0,0,0.16666666666666666,0.0,0.0,0.0
216.249.236.56,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
StanSteps,0,1,11,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
125.165.136.35,1,1,0,0,0,1,0,0,0,1,3,0,0.0,0.0,3.0,0.5
184.175.1.120,1,1,5,1,1,0,0,0,1,0,1,0,0.125,0.0,0.5,0.0
99.150.174.0,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
UserName2294,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2.224.67.43,1,1,3,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Cemmerson1996,0,1,1,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
Dbobinson,0,1,2,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
98.194.37.128,1,1,10,0,0,0,2,0,0,0,2,0,0.0,0.0,0.6666666666666666,0.0
Plarem,0,3,27,3,3,0,1,0,1,0,7,1,0.08823529411764706,0.0,2.3333333333333335,0.0
180.149.12.211,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
187.37.76.83,1,1,0,0,0,0,0,0,0,0,2,0,0.0,0.0,2.0,0.0
71.202.66.26,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Lexo,0,1,0,2,0,0,0,1,0,0,1,0,0.6666666666666666,0.5,0.5,0.0
Danregal,0,3,10,5,3,1,1,2,2,1,0,0,0.2631578947368421,0.5,0.0,0.25
Zzknight,0,1,3,0,0,0,1,0,0,0,3,1,0.0,0.0,1.5,0.0
71.251.164.197,1,1,23,44,23,0,0,0,1,0,2,0,0.4835164835164835,0.0,1.0,0.0
Luwilt,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jana14Me,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
178.75.245.88,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Sticky&Sweet12,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
98.236.183.61,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Alfabeto21,0,2,2,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
108.68.59.152,1,1,26,1,1,0,0,0,1,0,0,0,0.034482758620689655,0.0,0.0,0.0
64.18.41.44,1,1,4,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
CourageOfTheSoul,0,1,5,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
GhostOfLippe,0,1,16,0,0,4,1,0,0,4,5,0,0.0,0.0,2.5,2.0
Nbuhome,0,2,3,0,0,0,2,0,0,0,1,0,0.0,0.0,0.3333333333333333,0.0
173.206.31.96,1,1,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.0,0.0
A.h. king,0,2,1,0,0,1,1,0,0,5,1,0,0.0,0.0,0.5,0.3333333333333333
67.253.30.74,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
59.182.16.205,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
213.123.192.77,1,1,0,1,0,0,0,1,0,0,1,0,0.5,0.5,0.5,0.0
64.131.152.190,1,1,0,0,0,0,0,0,0,0,3,0,0.0,0.0,3.0,0.0
108.84.151.242,1,1,3,0,0,0,1,0,0,0,3,0,0.0,0.0,1.5,0.0
Bgedwards7,0,2,1,0,0,0,1,0,0,0,4,0,0.0,0.0,2.0,0.0
201.210.184.50,1,1,3,0,0,0,2,0,0,0,3,0,0.0,0.0,1.0,0.0
Louis XVIII,0,1,2,5,2,0,0,0,1,0,0,0,0.5,0.0,0.0,0.0
WDGraham,0,2,1,1,1,1,0,0,1,1,0,0,0.25,0.0,0.0,0.3333333333333333
99.254.126.222,1,1,2,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
71.227.41.159,1,1,4,0,0,0,2,0,0,0,2,1,0.0,0.0,0.6666666666666666,0.0
Sob2,0,1,2,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
103.247.48.146,1,1,1,0,0,1,1,0,0,2,0,0,0.0,0.0,0.0,0.5
MaggieDavaskie,0,1,0,4,0,0,0,1,0,0,0,0,0.8,0.5,0.0,0.0
76.194.137.67,1,1,3,0,0,0,1,0,0,0,4,0,0.0,0.0,2.0,0.0
Batman1138,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PamelaFr,0,2,2,1,0,0,1,1,0,0,1,0,0.25,0.3333333333333333,0.3333333333333333,0.0
MountainLion413,0,1,4,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Techman224,0,1,0,0,0,1,0,0,0,2,5,0,0.0,0.0,5.0,0.5
70.137.148.51,1,1,0,545,0,0,0,1,0,0,1,1,0.9981684981684982,0.5,0.5,0.0
Exploding Boy,0,1,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.0,0.0
206.76.143.246,1,1,4,118,4,0,0,0,1,0,1,1,0.9291338582677166,0.0,0.5,0.0
AmRen93,0,3,3,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
24.186.210.99,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
98.155.253.187,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Violetbonmua,0,2,2,13,1,0,1,0,1,0,0,0,0.7647058823529411,0.0,0.0,0.0
108.64.210.158,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
184.163.153.101,1,1,2,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
Fenichelar,0,1,3,0,0,2,1,0,0,0,4,0,0.0,0.0,2.0,1.0
Jessica017,0,1,3,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
24.184.130.137,1,1,5,0,0,0,2,0,0,0,3,1,0.0,0.0,1.0,0.0
69.117.34.80,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
Nottyr,0,1,8,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Monado,0,3,18,2,2,0,2,0,1,0,0,0,0.08695652173913043,0.0,0.0,0.0
85.137.103.152,1,1,2,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Grunge6910,0,5,1,15,1,1,0,3,1,1,0,0,0.8333333333333334,0.5,0.0,0.16666666666666666
