user,is_anonymous,num_edits,added_words,deleted_words,changed_words,reverts_done,num_added_on_users,num_deleted_from_users,num_edited_after_users,num_reverted_users,num_reverted_by_users,vandal_label,deletion_ratio,aggression_ratio,community_rejection,revert_ratio
115.240.219.58,1,1,0,4,0,0,0,1,0,0,1,0,0.8,0.5,0.5,0.0
Fru1tbat,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
66.220.133.44,1,1,0,0,0,1,0,0,0,3,1,0,0.0,0.0,1.0,0.5
Tom Morris,0,8,58,1,1,4,2,0,1,8,5,0,0.01639344262295082,0.0,1.25,0.4444444444444444
Wvsax27,0,2,12,0,0,0,2,0,0,0,1,0,0.0,0.0,0.3333333333333333,0.0
142.229.84.176,1,1,0,0,0,0,0,0,0,0,6,0,0.0,0.0,6.0,0.0
86.14.190.121,1,1,1,1,1,0,0,0,1,0,0,0,0.25,0.0,0.0,0.0
15.195.201.87,1,1,10,5,3,0,1,1,2,0,0,0,0.2631578947368421,0.5,0.0,0.0
67.236.247.242,1,1,0,0,0,0,0,0,0,0,4,0,0.0,0.0,4.0,0.0
Trujaman,0,1,31,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0
Xose.vazquez,0,1,5,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Bschoeni,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
184.79.91.172,1,1,0,5,0,0,0,1,0,0,2,0,0.8333333333333334,0.5,1.0,0.0
Takamine206,0,1,15,0,0,0,2,0,0,0,5,0,0.0,0.0,1.6666666666666667,0.0
Omgosh30,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
81.147.129.105,1,1,2,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Ddihel,0,1,2,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
46.47.89.162,1,1,0,2,0,0,0,1,0,0,0,0,0.6666666666666666,0.5,0.0,0.0
Proseity,0,1,7,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Lefty michael,0,1,2,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
173.26.164.205,1,1,2,0,0,1,2,0,0,2,2,1,0.0,0.0,0.6666666666666666,0.5
Jackdyson,0,2,1,1,1,0,0,0,1,0,0,0,0.25,0.0,0.0,0.0
69.47.127.150,1,1,0,0,0,0,0,0,0,0,2,0,0.0,0.0,2.0,0.0
Fleminra,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Huss4in,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Random24,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Boud,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
202.45.119.38,1,1,0,1,0,0,0,1,0,0,1,0,0.5,0.5,0.5,0.0
Rurik the Varangian,0,1,2,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Әлинұр,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Nurg,0,3,4,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Metsavend,0,1,2,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0
Bright Darkness,0,2,3,1,0,0,1,1,0,0,1,0,0.2,0.3333333333333333,0.3333333333333333,0.0
41.240.17.171,1,1,4,436,4,0,0,0,1,0,2,0,0.9797752808988764,0.0,1.0,0.0
50.29.138.32,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
PierceCheng,0,1,3,0,0,1,1,0,0,1,4,0,0.0,0.0,2.0,0.5
Piyush Sriva,0,1,1,1,1,0,0,0,1,0,0,0,0.25,0.0,0.0,0.0
96.252.58.20,1,1,5,3,3,0,0,0,1,0,2,0,0.25,0.0,1.0,0.0
C1010,0,1,61,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0
London1754,0,1,3,1,1,0,0,0,1,0,3,0,0.16666666666666666,0.0,1.5,0.0
Tbuckley89,0,3,15,0,0,0,2,0,0,0,1,0,0.0,0.0,0.3333333333333333,0.0
24.68.226.186,1,1,1,1,1,0,0,0,1,0,0,0,0.25,0.0,0.0,0.0
173.70.73.185,1,1,0,1,0,0,0,1,0,0,1,0,0.5,0.5,0.5,0.0
108.78.252.50,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jgrischow1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Cresix,0,6,7,134,4,35,0,4,1,76,15,0,0.9178082191780822,0.5714285714285714,2.5,5.0
94.132.134.183,1,1,6,0,0,0,2,0,0,0,2,0,0.0,0.0,0.6666666666666666,0.0
12.157.176.100,1,1,3,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Cars4me,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
95.149.176.89,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Ansleyfones,0,1,5,0,0,0,1,0,0,0,4,0,0.0,0.0,2.0,0.0
Numbnuts00,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
99.4.163.6,1,1,0,46,0,0,0,1,0,0,1,0,0.9787234042553191,0.5,0.5,0.0
70.225.184.148,1,1,20,1,1,1,0,0,1,1,2,1,0.043478260869565216,0.0,1.0,0.5
213.22.62.218,1,1,0,0,0,1,0,0,0,1,1,0,0.0,0.0,1.0,0.5
Pvmoutside,0,2,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Jamesthecat,0,1,1,144,1,0,0,1,1,0,1,0,0.9795918367346939,0.5,0.3333333333333333,0.0
76.113.150.61,1,1,0,0,0,0,0,0,0,0,5,0,0.0,0.0,5.0,0.0
Nealmcb,0,2,25,4,4,0,2,0,3,0,1,0,0.11764705882352941,0.0,0.16666666666666666,0.0
Paulthomas2,0,1,0,0,0,1,0,0,0,5,0,0,0.0,0.0,0.0,0.5
Soohungry,0,1,0,3,0,0,0,1,0,0,1,0,0.75,0.5,0.5,0.0
Bluelinecretin25,0,1,36,118,36,0,0,0,1,0,2,1,0.6178010471204188,0.0,1.0,0.0
137.165.206.223,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Blackguard SF,0,1,0,2,0,0,0,1,0,0,0,0,0.6666666666666666,0.5,0.0,0.0
EananC,0,1,6,0,0,0,1,0,0,0,3,0,0.0,0.0,1.5,0.0
180.151.113.117,1,1,3,0,0,0,2,0,0,0,0,1,0.0,0.0,0.0,0.0
"Davis, Molly",0,1,4,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
108.8.213.213,1,1,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.0,0.0
Thinking of England,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
208.255.153.10,1,1,2,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
Oliver241088,0,1,1,0,0,1,1,0,0,2,1,0,0.0,0.0,0.5,0.5
122.161.217.27,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
Pelino2214,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
97.90.136.201,1,1,0,0,0,0,0,0,0,0,2,0,0.0,0.0,2.0,0.0
86.128.202.2,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Manboobies,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
112.206.107.194,1,1,3,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Fberthelot,0,1,8,6,6,0,0,0,1,0,0,0,0.2857142857142857,0.0,0.0,0.0
82.215.34.198,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Csww22,0,1,1050,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Matthughes97,0,1,4,3,3,0,1,0,1,0,2,1,0.2727272727272727,0.0,0.6666666666666666,0.0
Ccassini,0,1,29,7747,17,0,1,0,2,0,7,1,0.9939697202976648,0.0,1.75,0.0
Ddonald99,0,1,8,7878,8,0,0,0,2,0,2,1,0.997846738442052,0.0,0.6666666666666666,0.0
81.225.136.197,1,1,15,0,0,0,1,0,0,0,5,0,0.0,0.0,2.5,0.0
122.163.49.189,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
Josecarlos1991,0,1,0,0,0,0,0,0,0,0,2,0,0.0,0.0,2.0,0.0
Ckkumar,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
71.38.16.17,1,1,5,0,0,0,1,0,0,0,2,1,0.0,0.0,1.0,0.0
Yahzeepunk,0,1,4,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
MartinSFSA,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
76.212.170.238,1,1,14,0,0,0,1,0,0,0,4,0,0.0,0.0,2.0,0.0
Ramkishore.kp100,0,1,0,0,0,1,0,0,0,1,1,0,0.0,0.0,1.0,0.5
24.84.106.117,1,1,4,0,0,0,2,0,0,0,5,1,0.0,0.0,1.6666666666666667,0.0
183.87.222.34,1,1,0,0,0,0,0,0,0,0,6,0,0.0,0.0,6.0,0.0
58.175.113.106,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
Johnny locks sudbury,0,4,81,0,0,0,4,0,0,0,1,0,0.0,0.0,0.2,0.0
LibertyDodzo,0,1,1,1,1,0,0,0,1,0,1,0,0.25,0.0,0.5,0.0
Rosyatrandom,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
69.2.153.13,1,1,2,1,1,0,0,0,1,0,1,0,0.2,0.0,0.5,0.0
Adamjacobd,0,1,47,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
211.30.29.143,1,1,5,0,0,0,1,0,0,0,3,1,0.0,0.0,1.5,0.0
Mathewsyriac,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
99.240.59.44,1,1,3,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
MIDI,0,6,8,190,7,1,0,3,2,2,0,0,0.9223300970873787,0.42857142857142855,0.0,0.14285714285714285
Mariahicky,0,1,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.0,0.0
Thornstrom,0,1,5,3,3,0,0,0,2,0,0,0,0.25,0.0,0.0,0.0
Linux731,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
93.34.182.108,1,1,3,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
Hallows Horcruxes,0,1,5,7,4,0,1,1,2,0,0,0,0.4117647058823529,0.5,0.0,0.0
Misconceptions2,0,1,7,9,0,2,4,1,0,5,0,0,0.5294117647058824,0.5,0.0,1.0
122.109.53.158,1,1,0,2,0,0,0,1,0,0,1,0,0.6666666666666666,0.5,0.5,0.0
Catlord98765,0,1,2,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
Cloveapple,0,1,1,1,1,0,0,0,1,0,0,0,0.25,0.0,0.0,0.0
199.235.106.178,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
26oo,0,1,1,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
83.191.145.119,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
75.91.155.255,1,1,1,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
Anthony K. DeVere,0,1,0,0,0,0,0,0,0,0,3,0,0.0,0.0,3.0,0.0
Dhodges,0,1,3,3,3,0,0,0,1,0,0,0,0.3,0.0,0.0,0.0
ChuispastonBot,0,86,216,55,17,2,90,25,15,2,9,0,0.1903114186851211,0.28735632183908044,0.06870229007633588,0.022988505747126436
123lilbrad,0,1,4,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Undeviginti,0,1,17,10,8,2,0,1,1,2,3,0,0.2777777777777778,0.5,1.0,1.0
177.142.123.172,1,1,2,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Stundra,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
86.150.78.225,1,1,3,2,2,0,0,0,1,0,0,0,0.25,0.0,0.0,0.0
Breadandcheese,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Kubanczyk,0,2,0,1,0,0,0,1,0,0,0,0,0.5,0.3333333333333333,0.0,0.0
Student7,0,2,27,2,1,0,1,0,1,0,1,0,0.06451612903225806,0.0,0.3333333333333333,0.0
Tariqabjotu,0,1,0,3,0,0,0,1,0,0,0,0,0.75,0.5,0.0,0.0
58.8.92.13,1,1,0,0,0,0,0,0,0,0,4,0,0.0,0.0,4.0,0.0
Another John S,0,1,0,3,0,0,0,1,0,0,0,0,0.75,0.5,0.0,0.0
Viet3031,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
190.73.165.193,1,1,0,0,0,0,0,0,0,0,3,0,0.0,0.0,3.0,0.0
71.231.151.191,1,1,2,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
206.230.107.2,1,1,7,2857,7,0,0,0,3,0,3,1,0.9947771587743732,0.0,0.75,0.0
Lakers101g,0,1,31,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
86.179.37.114,1,1,1,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
Bronwoodmead,0,1,3,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
7OA,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Ramerix,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
82.209.229.85,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Freedom to share,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
184.57.36.110,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
117.228.33.240,1,1,5,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Jim Sukwutput,0,1,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.0,0.0
14.140.252.130,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Crazynas,0,1,0,0,0,1,0,0,0,9,0,0,0.0,0.0,0.0,0.5
96.23.144.65,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
71.58.163.82,1,1,4,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
Mezigue,0,2,9,24,9,5,0,1,2,22,2,0,0.5581395348837209,0.3333333333333333,0.5,1.6666666666666667
Wikien2009,0,8,25,8,7,0,4,0,3,0,0,0,0.1951219512195122,0.0,0.0,0.0
RobotMouse,0,1,18,0,0,0,1,0,0,0,4,0,0.0,0.0,2.0,0.0
Eamontopleez,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
2.24.80.178,1,1,3,11,3,0,0,0,1,0,0,0,0.6111111111111112,0.0,0.0,0.0
87.222.244.110,1,1,1,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0
Pantegral,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
72.39.49.124,1,1,3,0,0,0,2,0,0,0,2,1,0.0,0.0,0.6666666666666666,0.0
24.61.176.163,1,1,0,26,0,0,0,1,0,0,5,0,0.9629629629629629,0.5,2.5,0.0
67.84.73.254,1,1,0,6,0,0,0,1,0,0,4,0,0.8571428571428571,0.5,2.0,0.0
Preator1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Maviozan,0,1,32,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Somercet,0,1,0,2,0,0,0,1,0,0,0,0,0.6666666666666666,0.5,0.0,0.0
KumardipSarkar,0,2,2,1,0,0,1,1,0,0,2,0,0.25,0.3333333333333333,0.6666666666666666,0.0
Lester Large,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.5
68.37.243.65,1,1,14,0,0,0,1,0,0,0,7,0,0.0,0.0,3.5,0.0
118.209.23.122,1,1,0,0,0,0,0,0,0,0,2,0,0.0,0.0,2.0,0.0
**dave**,0,1,1,1,1,0,0,0,1,0,0,0,0.25,0.0,0.0,0.0
Aceely,0,1,1,0,0,0,1,0,0,0,3,1,0.0,0.0,1.5,0.0
Ggaughan,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
59.115.158.123,1,1,3,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
85.166.103.239,1,1,0,0,0,0,0,0,0,0,2,0,0.0,0.0,2.0,0.0
84.248.117.253,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Throatslash,0,1,3,8074,3,0,0,0,2,0,2,1,0.9991337705729489,0.0,0.6666666666666666,0.0
68.7.107.101,1,1,36,16,16,0,1,0,1,0,4,0,0.2318840579710145,0.0,1.3333333333333333,0.0
146.115.134.207,1,1,2,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
FF1977,0,1,2,0,0,0,2,0,0,0,2,0,0.0,0.0,0.6666666666666666,0.0
68.94.201.145,1,1,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.0,0.0
2.24.150.186,1,1,6,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
94.208.35.175,1,1,5,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Alepik,0,2,0,3,0,0,0,2,0,0,0,0,0.75,0.6666666666666666,0.0,0.0
59.145.67.119,1,1,10,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
2013harry,0,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Pictureuploader,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
131.91.177.67,1,1,1,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
194.74.194.130,1,1,0,135,0,0,0,1,0,0,1,0,0.9926470588235294,0.5,0.5,0.0
98.221.219.51,1,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
204.108.148.151,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
41.138.190.92,1,1,0,8,0,0,0,1,0,0,3,0,0.8888888888888888,0.5,1.5,0.0
YoAmorEspañol,0,2,2,38,2,0,0,0,1,0,0,0,0.8837209302325582,0.0,0.0,0.0
BPositive,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
DanielMurdoch,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
220.239.203.208,1,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.5
195.158.110.187,1,1,5,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Blueflamedj,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jemma0000001,0,1,1,0,0,0,1,0,0,0,3,1,0.0,0.0,1.5,0.0
75.132.161.1,1,1,2,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Fal3pay,0,1,3,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
Saros136,0,2,6,4,3,0,1,0,2,0,0,0,0.2857142857142857,0.0,0.0,0.0
R000t,0,2,0,0,0,1,0,0,0,3,3,0,0.0,0.0,3.0,0.3333333333333333
Joeloliv8,0,1,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.0,0.0
Rangerkid51,0,2,0,0,0,0,0,0,0,0,3,0,0.0,0.0,3.0,0.0
76.97.117.180,1,1,6,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
98.221.222.159,1,1,1,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
Moxy,0,16,596,391,105,72,15,18,14,110,38,0,0.35773101555352244,1.0588235294117647,0.7916666666666666,4.235294117647059
216.73.76.56,1,1,4,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Sawyerbiddle,0,1,2,93,2,0,0,0,1,0,1,0,0.9489795918367347,0.0,0.5,0.0
Calwatch,0,1,5,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Jrcrin001,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
75.25.160.203,1,1,1,167,1,0,0,0,1,0,1,0,0.9823529411764705,0.0,0.5,0.0
Et Cum Spiritu Tuo,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
71.91.65.201,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0
Multinomial,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.5
86.180.209.89,1,1,75,57,57,0,0,0,1,0,1,0,0.3,0.0,0.5,0.0
128.170.224.10,1,1,0,3,0,0,0,1,0,0,1,0,0.75,0.5,0.5,0.0
99.199.170.201,1,1,3,0,0,0,1,0,0,0,3,0,0.0,0.0,1.5,0.0
Argionember,0,2,1,1,1,1,0,0,1,2,0,0,0.25,0.0,0.0,0.3333333333333333
86.25.164.5,1,1,2,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
12.180.225.130,1,1,7,50,7,0,0,0,1,0,1,1,0.7692307692307693,0.0,0.5,0.0
189.161.208.163,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Kaylahawk,0,1,2,1,1,0,0,0,1,0,1,0,0.2,0.0,0.5,0.0
92.19.40.193,1,1,0,8,0,1,0,3,0,1,3,0,0.8888888888888888,1.5,0.75,0.5
DatPedobear,0,1,5,127,5,0,0,0,1,0,0,0,0.9202898550724637,0.0,0.0,0.0
Dreamone4,0,1,23,1,1,0,0,0,1,0,0,0,0.038461538461538464,0.0,0.0,0.0
Rocio44,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Ffiti,0,1,3,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
118.175.41.166,1,1,3,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Schmeater,0,2,51,11,0,0,3,1,0,0,1,0,0.1746031746031746,0.3333333333333333,0.2,0.0
71.195.73.144,1,1,0,4,0,0,0,1,0,0,1,0,0.8,0.5,0.5,0.0
Rusty Cashman,0,1,10,5,5,0,0,0,1,0,0,0,0.23809523809523808,0.0,0.0,0.0
Hydrox,0,9,8,6,1,4,1,3,1,1,2,0,0.375,0.3,0.3333333333333333,0.4
69.81.57.56,1,1,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.0,0.0
Ilikesivan2,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
71.28.80.219,1,1,3,0,0,0,2,0,0,0,1,1,0.0,0.0,0.3333333333333333,0.0
Malurgin,0,1,2,5,2,0,0,0,1,0,1,0,0.5,0.0,0.5,0.0
21yidio1,0,1,5,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
46.2.56.118,1,2,7,2,2,0,2,0,1,0,7,0,0.16666666666666666,0.0,1.75,0.0
71.53.179.66,1,1,1,2,1,0,0,0,1,0,3,0,0.4,0.0,1.5,0.0
RouterIncident,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Ajfuturewriter,0,1,9,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
216.40.118.9,1,1,6,1,1,0,0,0,1,0,1,1,0.1111111111111111,0.0,0.5,0.0
108.65.110.226,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
68.109.18.13,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
68.33.248.180,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Alex748910,0,1,49,53,49,0,0,0,1,0,1,0,0.34868421052631576,0.0,0.5,0.0
Mogenar,0,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
98.254.52.62,1,1,3,2737,3,0,0,0,3,0,4,0,0.9974489795918368,0.0,1.0,0.0
70.184.190.74,1,1,2,0,0,0,1,0,0,0,2,0,0.0,0.0,1.0,0.0
75.41.113.152,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
RobinClay,0,1,8,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Denyerl,0,1,1,4566,1,0,0,0,1,0,1,1,0.9993434011818779,0.0,0.5,0.0
Will Beback,0,2,13,2,2,1,1,0,1,7,0,0,0.1111111111111111,0.0,0.0,0.3333333333333333
74.126.15.121,1,1,9,0,0,0,2,0,0,0,3,1,0.0,0.0,1.0,0.0
81.107.202.251,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
99.248.77.0,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
KTC,0,2,3,0,0,2,2,0,0,2,3,0,0.0,0.0,1.0,0.6666666666666666
69.226.237.193,1,1,70,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Ninjinian,0,1,17,3,3,0,1,0,2,0,0,0,0.125,0.0,0.0,0.0
EffeX2,0,1,6,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
75.146.214.129,1,1,5,4766,5,0,0,0,1,0,2,1,0.9976972995603935,0.0,1.0,0.0
BenFrantzDale,0,1,12,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
193.122.31.188,1,1,5,0,0,0,1,0,0,0,4,0,0.0,0.0,2.0,0.0
PhoenixJHudson,0,1,587,65,59,0,1,0,2,0,1,0,0.09129213483146068,0.0,0.25,0.0
NPz1,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0
GMA7 Powers 2008,0,2,39,0,0,0,2,0,0,0,2,0,0.0,0.0,0.6666666666666666,0.0
88.196.165.136,1,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.5
91.147.218.120,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Pranav14k,0,1,3,1,1,0,0,0,1,0,0,0,0.16666666666666666,0.0,0.0,0.0
Keitsist,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Neo Red,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Tigerlotus,0,1,0,0,0,1,0,0,0,3,0,0,0.0,0.0,0.0,0.5
27.110.200.66,1,1,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.5,0.0
Sebculture,0,1,2,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
Shilpa1997,0,1,2,0,0,0,1,0,0,0,1,1,0.0,0.0,0.5,0.0
68.3.67.81,1,1,1,1,1,0,0,0,1,0,0,0,0.25,0.0,0.0,0.0
Elk Salmon,0,3,1,49,1,0,0,3,1,0,2,0,0.9423076923076923,0.75,0.4,0.0
Zarahemla18,0,1,2,0,0,0,1,0,0,0,4,0,0.0,0.0,2.0,0.0
Eli706,0,1,3,0,0,0,1,0,0,0,4,0,0.0,0.0,2.0,0.0
Hideme123,0,1,1,2,1,1,0,0,1,3,2,0,0.4,0.0,1.0,0.5
Amorgan103,0,2,2,0,0,0,2,0,0,0,1,0,0.0,0.0,0.3333333333333333,0.0
CiriloMechas,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Armaghanje,0,1,2,0,0,0,1,0,0,0,4,0,0.0,0.0,2.0,0.0
94.193.155.214,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0
